cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
ENT1ST0019HS0051CN001157P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,Scapegoating the Muslim community does not help us to prevent rape. It often instead leads to further violent crime committed against those groups who have been demonized.,Islamophobia,rapism,"denouncing , facts",25.0,male,Some university without degree
ENT1ST0019HS0051CN001158,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,I think the #CatholicChurch #pope #childabuse might have them beaten hands down this is not restricted to anyone faith or community.,Islamophobia,rapism,facts,50.0,male,Bachelor
ENT1ST0019HS0051CN001158P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,I think the #CatholicChurch #pope #childabuse might have them beaten hands down this is not restricted to anyone faith or community.,Islamophobia,rapism,facts,50.0,male,Bachelor
ENT1ST0019HS0051CN001159,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,This is not true and how can you say this about an entire faith?,Islamophobia,rapism,denouncing,25.0,male,Master
ENT1ST0019HS0051CN001159P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,This is not true and how can you say this about an entire faith?,Islamophobia,rapism,denouncing,25.0,male,Master
ENT1ST0019HS0051CN001160,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,"Haven't movements like #metoo , the Church's child sex scandal, and the number of non-muslim celebrities arrested for sexual assault proven that rape is in no way a Muslim-specific issue?",Islamophobia,rapism,"facts , hypocrisy",21.0,female,Bachelor
ENT1ST0019HS0051CN001160P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,"Haven't movements like #metoo , the Church's child sex scandal, and the number of non-muslim celebrities arrested for sexual assault proven that rape is in no way a Muslim-specific issue?",Islamophobia,rapism,"facts , hypocrisy",21.0,female,Bachelor
ENT1ST0019HS0051CN001161,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,"The media is selective in the rape stories it shows. Muslim perpetrators are vastly over-represented, and non-muslim offenders are often ignored in the headlines. Https://www.theguardian.com/commentisfree/2018/nov/11/84-per-cent-of-grooming-gangs-are-asians-we-dont-know-if-that-figure-is-right",Islamophobia,rapism,facts,21.0,female,Bachelor
ENT1ST0019HS0051CN001161P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,"The media is selective in the rape stories it shows. Muslim perpetrators are vastly over-represented, and non-muslim offenders are often ignored in the headlines. Https://www.theguardian.com/commentisfree/2018/nov/11/84-per-cent-of-grooming-gangs-are-asians-we-dont-know-if-that-figure-is-right",Islamophobia,rapism,facts,21.0,female,Bachelor
ENT1ST0019HS0051CN001162,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,"That is very inflammatory. Have you got any reputable news sources to support that? Or is this just Islamaphobic fearmongering, spreading false facts to promote intolerance?",Islamophobia,rapism,"denouncing , question",21.0,female,Bachelor
ENT1ST0019HS0051CN001162P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,"That is very inflammatory. Have you got any reputable news sources to support that? Or is this just Islamaphobic fearmongering, spreading false facts to promote intolerance?",Islamophobia,rapism,"denouncing , question",21.0,female,Bachelor
ENT1ST0019HS0051CN001163,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,"Asian CSE offenders represent 0.01% of the UK's Asian population' - there are no more Muslim rapists than there are non-Muslim rapists, proportionally. Https://www.theguardian.com/commentisfree/2018/nov/11/84-per-cent-of-grooming-gangs-are-asians-we-dont-know-if-that-figure-is-right",Islamophobia,rapism,facts,21.0,female,Bachelor
ENT1ST0019HS0051CN001163P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,"Asian CSE offenders represent 0.01% of the UK's Asian population' - there are no more Muslim rapists than there are non-Muslim rapists, proportionally. Https://www.theguardian.com/commentisfree/2018/nov/11/84-per-cent-of-grooming-gangs-are-asians-we-dont-know-if-that-figure-is-right",Islamophobia,rapism,facts,21.0,female,Bachelor
ENT1ST0019HS0085CN001065,"I am a realist not a racist. Child rapes are perpetrated by male muslims. The non muslims are fooled by the police and local sevices. Why did this happen? Because everyone is afraid of the word racist! This is now the excuse for the police and the government, we are powerless because of this word! This is not Great Britain, this is the child grooming capital of Europe.",Sources? This is hatred.,Islamophobia,rapism,"denouncing , question",25.0,male,Master
ENT1ST0019HS0085CN001065P1,"We are all scared of the racist word and this has become an excuse for all of us. I am a realist, not a racist and I say that the Muslims are those who rape children, it is their fault. We, non-muslims, cannot even trust the government or the police anymore. Britain is becoming the capital of child rapists.",Sources? This is hatred.,Islamophobia,rapism,"denouncing , question",25.0,male,Master
ENT1ST0019HS0085CN001065P2,I want to be considered a realist not a racialist. Male Muslims commit child rapes and the non-Muslims are cheated by the police and local services. How could this happen?,Sources? This is hatred.,Islamophobia,rapism,"denouncing , question",25.0,male,Master
ENT1ST0019HS0085CN001067,"I am a realist not a racist. Child rapes are perpetrated by male muslims. The non muslims are fooled by the police and local sevices. Why did this happen? Because everyone is afraid of the word racist! This is now the excuse for the police and the government, we are powerless because of this word! This is not Great Britain, this is the child grooming capital of Europe.",Criminals are given the punishment if they are guilty. Doesn't matter what their race is. Why are you so sure that the government is trying to cover things up?,Islamophobia,rapism,"facts , question",26.0,female,Bachelor
ENT1ST0019HS0085CN001067P1,"We are all scared of the racist word and this has become an excuse for all of us. I am a realist, not a racist and I say that the Muslims are those who rape children, it is their fault. We, non-muslims, cannot even trust the government or the police anymore. Britain is becoming the capital of child rapists.",Criminals are given the punishment if they are guilty. Doesn't matter what their race is. Why are you so sure that the government is trying to cover things up?,Islamophobia,rapism,"facts , question",26.0,female,Bachelor
ENT1ST0019HS0085CN001067P2,I want to be considered a realist not a racialist. Male Muslims commit child rapes and the non-Muslims are cheated by the police and local services. How could this happen?,Criminals are given the punishment if they are guilty. Doesn't matter what their race is. Why are you so sure that the government is trying to cover things up?,Islamophobia,rapism,"facts , question",26.0,female,Bachelor
ENT1ST0019HS0085CN001069,"I am a realist not a racist. Child rapes are perpetrated by male muslims. The non muslims are fooled by the police and local sevices. Why did this happen? Because everyone is afraid of the word racist! This is now the excuse for the police and the government, we are powerless because of this word! This is not Great Britain, this is the child grooming capital of Europe.","According to Crown Prosecution Service's source, at least 80% white people convicted of child abuse offences. What did this happen? We should stop hating and complaining others, and protect children and women from sexual crimes. If you want to help, please contact National Society for the Prevention of Cruelty to Children, Lucy Faithful Foundation, or Independent Sexual Violence Advocates.",Islamophobia,rapism,"facts , hypocrisy",29.0,female,Master
ENT1ST0019HS0085CN001069P1,"We are all scared of the racist word and this has become an excuse for all of us. I am a realist, not a racist and I say that the Muslims are those who rape children, it is their fault. We, non-muslims, cannot even trust the government or the police anymore. Britain is becoming the capital of child rapists.","According to Crown Prosecution Service's source, at least 80% white people convicted of child abuse offences. What did this happen? We should stop hating and complaining others, and protect children and women from sexual crimes. If you want to help, please contact National Society for the Prevention of Cruelty to Children, Lucy Faithful Foundation, or Independent Sexual Violence Advocates.",Islamophobia,rapism,"facts , hypocrisy",29.0,female,Master
ENT1ST0019HS0085CN001069P2,I want to be considered a realist not a racialist. Male Muslims commit child rapes and the non-Muslims are cheated by the police and local services. How could this happen?,"According to Crown Prosecution Service's source, at least 80% white people convicted of child abuse offences. What did this happen? We should stop hating and complaining others, and protect children and women from sexual crimes. If you want to help, please contact National Society for the Prevention of Cruelty to Children, Lucy Faithful Foundation, or Independent Sexual Violence Advocates.",Islamophobia,rapism,"facts , hypocrisy",29.0,female,Master
ENT1ST0019HS0093CN001055,Somalian immigrants claimed raping to be a part of their culture! We should deport them all!,"These are wicked words. But if one person said that, does it mean that everyone agrees with it?",Islamophobia,rapism,denouncing,24.0,female,Bachelor
ENT1ST0019HS0093CN001055P1,"Rape for them is natural, a part of their culture. The Somalis admitted it. Absurd! We should not help them!","These are wicked words. But if one person said that, does it mean that everyone agrees with it?",Islamophobia,rapism,denouncing,24.0,female,Bachelor
ENT1ST0019HS0093CN001055P2,Somalian immigrants admitted that committing sexual violence is part of their tradition! We should take them back to their homeland!,"These are wicked words. But if one person said that, does it mean that everyone agrees with it?",Islamophobia,rapism,denouncing,24.0,female,Bachelor
ENT1ST0019HS0095CN001170,"#visitmymosque. But do not ask any questions about Muslim grooming gangs targeting white schoolgirls in Rotherham, Rochdale, Tyneside, Teeside etc.","White men abuse more than any other group, they do not need gangs to groom, they are protected by institutions like the Church and Hollywood and given positions of trust like teachers, sports coaches. Why aren't you angry about that?",Islamophobia,rapism,"facts , hypocrisy",50.0,male,Bachelor
ENT1ST0019HS0095CN001170P1,"#visitmymosque.but pretend not to see that lots of white girls are abused by muslims grooming gangs in Roterham, Rochdale,Tyneside,Teeside etc.","White men abuse more than any other group, they do not need gangs to groom, they are protected by institutions like the Church and Hollywood and given positions of trust like teachers, sports coaches. Why aren't you angry about that?",Islamophobia,rapism,"facts , hypocrisy",50.0,male,Bachelor
ENT1ST0019HS0095CN001170P2,"You can visit my mosque, if you want, but please do not ask about sexual violence committed by muslim gangs in different cities of England.","White men abuse more than any other group, they do not need gangs to groom, they are protected by institutions like the Church and Hollywood and given positions of trust like teachers, sports coaches. Why aren't you angry about that?",Islamophobia,rapism,"facts , hypocrisy",50.0,male,Bachelor
ENT1ST0019HS0095CN001171,"#visitmymosque. But do not ask any questions about Muslim grooming gangs targeting white schoolgirls in Rotherham, Rochdale, Tyneside, Teeside etc.",If you are really concerned about women and children then support the #truthproject and maybe read some of the findings and a real picture of grooming and child exploitation.,Islamophobia,rapism,hypocrisy,50.0,male,Bachelor
ENT1ST0019HS0095CN001171P1,"#visitmymosque.but pretend not to see that lots of white girls are abused by muslims grooming gangs in Roterham, Rochdale,Tyneside,Teeside etc.",If you are really concerned about women and children then support the #truthproject and maybe read some of the findings and a real picture of grooming and child exploitation.,Islamophobia,rapism,hypocrisy,50.0,male,Bachelor
ENT1ST0019HS0095CN001171P2,"You can visit my mosque, if you want, but please do not ask about sexual violence committed by muslim gangs in different cities of England.",If you are really concerned about women and children then support the #truthproject and maybe read some of the findings and a real picture of grooming and child exploitation.,Islamophobia,rapism,hypocrisy,50.0,male,Bachelor
ENT1ST0019HS0095CN001172,"#visitmymosque. But do not ask any questions about Muslim grooming gangs targeting white schoolgirls in Rotherham, Rochdale, Tyneside, Teeside etc.","Actually, I think that the whole point of #VisitMyMosque is to ask questions.",Islamophobia,rapism,hypocrisy,21.0,female,Master
ENT1ST0019HS0095CN001172P1,"#visitmymosque.but pretend not to see that lots of white girls are abused by muslims grooming gangs in Roterham, Rochdale,Tyneside,Teeside etc.","Actually, I think that the whole point of #VisitMyMosque is to ask questions.",Islamophobia,rapism,hypocrisy,21.0,female,Master
ENT1ST0019HS0095CN001172P2,"You can visit my mosque, if you want, but please do not ask about sexual violence committed by muslim gangs in different cities of England.","Actually, I think that the whole point of #VisitMyMosque is to ask questions.",Islamophobia,rapism,hypocrisy,21.0,female,Master
ENT1ST0019HS0095CN001173,"#visitmymosque. But do not ask any questions about Muslim grooming gangs targeting white schoolgirls in Rotherham, Rochdale, Tyneside, Teeside etc.",#visitmymosque .and ask if you are willing to have an open calm discussion. Muslim communities are already doing lots to stop any abuse in its name. Just as the Church is for with abusers who call themselves Christian and use the Church. But somehow your tone suggests you'd rather rant.,Islamophobia,rapism,"denouncing , facts",50.0,male,Bachelor
ENT1ST0019HS0095CN001173P1,"#visitmymosque.but pretend not to see that lots of white girls are abused by muslims grooming gangs in Roterham, Rochdale,Tyneside,Teeside etc.",#visitmymosque .and ask if you are willing to have an open calm discussion. Muslim communities are already doing lots to stop any abuse in its name. Just as the Church is for with abusers who call themselves Christian and use the Church. But somehow your tone suggests you'd rather rant.,Islamophobia,rapism,"denouncing , facts",50.0,male,Bachelor
ENT1ST0019HS0095CN001173P2,"You can visit my mosque, if you want, but please do not ask about sexual violence committed by muslim gangs in different cities of England.",#visitmymosque .and ask if you are willing to have an open calm discussion. Muslim communities are already doing lots to stop any abuse in its name. Just as the Church is for with abusers who call themselves Christian and use the Church. But somehow your tone suggests you'd rather rant.,Islamophobia,rapism,"denouncing , facts",50.0,male,Bachelor
ENT1ST0019HS0095CN001174,"#visitmymosque. But do not ask any questions about Muslim grooming gangs targeting white schoolgirls in Rotherham, Rochdale, Tyneside, Teeside etc.",#visitmychurch are you going into Churches and asking the same questions of the clergy?,Islamophobia,rapism,hypocrisy,50.0,male,Bachelor
ENT1ST0019HS0095CN001174P1,"#visitmymosque.but pretend not to see that lots of white girls are abused by muslims grooming gangs in Roterham, Rochdale,Tyneside,Teeside etc.",#visitmychurch are you going into Churches and asking the same questions of the clergy?,Islamophobia,rapism,hypocrisy,50.0,male,Bachelor
ENT1ST0019HS0095CN001174P2,"You can visit my mosque, if you want, but please do not ask about sexual violence committed by muslim gangs in different cities of England.",#visitmychurch are you going into Churches and asking the same questions of the clergy?,Islamophobia,rapism,hypocrisy,50.0,male,Bachelor
ENT1ST0019HS0095CN001175,"#visitmymosque. But do not ask any questions about Muslim grooming gangs targeting white schoolgirls in Rotherham, Rochdale, Tyneside, Teeside etc.","I am more worried about the Pope's recent acknowledgement that Nuns are being abused in the Church right now, as is Child abuse -he's asked the clergy to turn themselves in; the white grooming gangs that go unhindered in Rochdale because no one is looking for them.",Islamophobia,rapism,hypocrisy,50.0,male,Bachelor
ENT1ST0019HS0095CN001175P1,"#visitmymosque.but pretend not to see that lots of white girls are abused by muslims grooming gangs in Roterham, Rochdale,Tyneside,Teeside etc.","I am more worried about the Pope's recent acknowledgement that Nuns are being abused in the Church right now, as is Child abuse -he's asked the clergy to turn themselves in; the white grooming gangs that go unhindered in Rochdale because no one is looking for them.",Islamophobia,rapism,hypocrisy,50.0,male,Bachelor
ENT1ST0019HS0095CN001175P2,"You can visit my mosque, if you want, but please do not ask about sexual violence committed by muslim gangs in different cities of England.","I am more worried about the Pope's recent acknowledgement that Nuns are being abused in the Church right now, as is Child abuse -he's asked the clergy to turn themselves in; the white grooming gangs that go unhindered in Rochdale because no one is looking for them.",Islamophobia,rapism,hypocrisy,50.0,male,Bachelor
ENT1ST0019HS0095CN001176,"#visitmymosque. But do not ask any questions about Muslim grooming gangs targeting white schoolgirls in Rotherham, Rochdale, Tyneside, Teeside etc.",No one's saying do not ask questions. Maybe if you did the answers would surprise you.,Islamophobia,rapism,facts,21.0,female,Master
ENT1ST0019HS0095CN001176P1,"#visitmymosque.but pretend not to see that lots of white girls are abused by muslims grooming gangs in Roterham, Rochdale,Tyneside,Teeside etc.",No one's saying do not ask questions. Maybe if you did the answers would surprise you.,Islamophobia,rapism,facts,21.0,female,Master
ENT1ST0019HS0095CN001176P2,"You can visit my mosque, if you want, but please do not ask about sexual violence committed by muslim gangs in different cities of England.",No one's saying do not ask questions. Maybe if you did the answers would surprise you.,Islamophobia,rapism,facts,21.0,female,Master
ENT1ST0019HS0103CN001129P1,"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?","There are Bible scriptures about the stoning to death of virgins who do not scream when they are raped, we do not blame the bible for Christian rapists. The Quran.",Islamophobia,rapism,hypocrisy,25.0,female,Bachelor
ENT1ST0019HS0103CN001130P1,"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",Look at crime stats.,Islamophobia,rapism,facts,25.0,male,Master
ENT1ST0019HS0103CN001131P1,"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",Can you show me an exact location in Koran where people are encouraged to do this? I do not think so.,Islamophobia,rapism,"hypocrisy , question",26.0,female,Bachelor
ENT1ST0019HS0103CN001132P1,"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",This is simply not true and how can you say this about such a large group of people from all walks of life?,Islamophobia,rapism,denouncing,25.0,male,Master
ENT1ST0019HS0103CN001133P1,"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?","All the major world religions have at some time been associated with extreme human rights abuses against men, women and children.",Islamophobia,rapism,facts,25.0,female,Bachelor
ENT1ST0019HS0103CN001134P1,"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?","Would you like to point out where in the Koran it commands rape gangs? Just a heads up, you are gonna struggle to find a quote.",Islamophobia,rapism,"humor , question",25.0,male,Bachelor
ENT1ST0019HS0103CN001135P1,"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",Some horrible people are responsible for this. But why assign a religion to this? It has nothing to do with it.,Islamophobia,rapism,"denouncing , facts",26.0,female,Bachelor
ENT1ST0019HS0103CN001136P1,"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?","The Quran does command Muslim rape gangs. In fact, sexual violation is regarded by true Muslims as as a violation of moral and divine law.",Islamophobia,rapism,facts,25.0,female,Bachelor
ENT1ST0019HS0103CN001137P1,"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?","We are not accepting this. These people are being rightly punished for their actions. But my question is, what is the point of bringing up the religion? Do you really think this is the cause of the problem?",Islamophobia,rapism,"denouncing , question",26.0,female,Bachelor
ENT1ST0019HS0103CN001138P1,"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?","The vast majority of Muslims denounce rape, it is not commanded by the Qur'an. Get your facts checked before spreading negative stereotypes about people!",Islamophobia,rapism,"denouncing , facts",21.0,female,Master
ENT1ST0019HS0103CN001139P1,"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?","The Qur'an condemns rape, the fact that a few people ignorant of the teachings of the religion do that does not taint an entire religion.",Islamophobia,rapism,facts,21.0,female,Master
ENT1ST0019HS0103CN001140P1,"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",Child sex abuse happens in all religions. You only have to look at what the Vatican covers up to see that.,Islamophobia,rapism,facts,21.0,female,Master
ENT1ST0019HS0103CN001141P1,"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?","The vast majority of rapes are committed in the home, by someone the victim knows, or by a partner. There are numerous examples of rape culture in this country. (add a link to the everyday sexism project)",Islamophobia,rapism,facts,21.0,female,Master
ENT1ST0019HS0103CN001142P1,"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?","The media focuses on a small proportion of rape cases involving Muslim gangs, whilst a huge number of non-Muslim cases get no news coverage, and many are not reported at all.",Islamophobia,rapism,facts,21.0,female,Master
ENT1ST0019HS0103CN001143P1,"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",Please read this article written by a Rotherham grooming gang survivor https://ind.pn/2GHjGn7.,Islamophobia,rapism,facts,25.0,female,Bachelor
ENT1ST0019HS0103CN001144P1,"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",The Koran does not command this.,Islamophobia,rapism,facts,25.0,male,Master
ENT1ST0019HS0103CN001145P1,"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",Many rapes are also committed by non-Muslim perpetrators. Are you picking out Muslim rapists selectively to support the ideology you are trying to propagate?,Islamophobia,rapism,"denouncing , facts",21.0,female,Master
ENT1ST0019HS0103CN001146P1,"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?","Actually, the Qur'an teaches chastity and condemns sexual abuse. Muslim gangs doing this are not abiding by Muslim teachings, and are denounced by true Muslims.",Islamophobia,rapism,facts,21.0,female,Master
ENT1ST0019HS0110CN001120,"Our liberal government continues to ignore child rapes and Islamic radicalisation, because they promote modern values, e.g. Increasing the sexualization of children. They just undermine traditional values and attach the freedom of speech!","Let's remind ourselves that in the US, in 1880, the age of consent was set at 10 or 12 in most states, with the exception of Delaware where it was 7. We live in more enlightened times.",Islamophobia,rapism,facts,61.0,male,Bachelor
ENT1ST0019HS0110CN001120P1,"Our government has a liberal approach that pretends not to see violence against minors, Islamic radicalisation and so on. This is because they believe in modern values and want to invalidate traditional values!","Let's remind ourselves that in the US, in 1880, the age of consent was set at 10 or 12 in most states, with the exception of Delaware where it was 7. We live in more enlightened times.",Islamophobia,rapism,facts,61.0,male,Bachelor
ENT1ST0019HS0110CN001120P2,"The liberal government that rules our country persists in defending child rapes made by Muslims and islamic radicalisations, because they want to spread modern values. They weaken traditional values and put in danger the freedom of speech!","Let's remind ourselves that in the US, in 1880, the age of consent was set at 10 or 12 in most states, with the exception of Delaware where it was 7. We live in more enlightened times.",Islamophobia,rapism,facts,61.0,male,Bachelor
ENT1ST0019HS0110CN001121,"Our liberal government continues to ignore child rapes and Islamic radicalisation, because they promote modern values, e.g. Increasing the sexualization of children. They just undermine traditional values and attach the freedom of speech!",The value we should all abide by is respect and oppose ignorance.,Islamophobia,rapism,"denouncing , facts",25.0,male,Master
ENT1ST0019HS0110CN001121P1,"Our government has a liberal approach that pretends not to see violence against minors, Islamic radicalisation and so on. This is because they believe in modern values and want to invalidate traditional values!",The value we should all abide by is respect and oppose ignorance.,Islamophobia,rapism,"denouncing , facts",25.0,male,Master
ENT1ST0019HS0110CN001121P2,"The liberal government that rules our country persists in defending child rapes made by Muslims and islamic radicalisations, because they want to spread modern values. They weaken traditional values and put in danger the freedom of speech!",The value we should all abide by is respect and oppose ignorance.,Islamophobia,rapism,"denouncing , facts",25.0,male,Master
ENT1ST0019HS0110CN001122,"Our liberal government continues to ignore child rapes and Islamic radicalisation, because they promote modern values, e.g. Increasing the sexualization of children. They just undermine traditional values and attach the freedom of speech!",Sexualization of children is a modern value? Do you actually know what is meant by values?,Islamophobia,rapism,question,26.0,female,Bachelor
ENT1ST0019HS0110CN001122P1,"Our government has a liberal approach that pretends not to see violence against minors, Islamic radicalisation and so on. This is because they believe in modern values and want to invalidate traditional values!",Sexualization of children is a modern value? Do you actually know what is meant by values?,Islamophobia,rapism,question,26.0,female,Bachelor
ENT1ST0019HS0110CN001122P2,"The liberal government that rules our country persists in defending child rapes made by Muslims and islamic radicalisations, because they want to spread modern values. They weaken traditional values and put in danger the freedom of speech!",Sexualization of children is a modern value? Do you actually know what is meant by values?,Islamophobia,rapism,question,26.0,female,Bachelor
ENT1ST0019HS0110CN001123,"Our liberal government continues to ignore child rapes and Islamic radicalisation, because they promote modern values, e.g. Increasing the sexualization of children. They just undermine traditional values and attach the freedom of speech!","I agree that the sexualisation of childhood is a serious issue, but this isn't something exclusive to 'liberal' societies or Governments.",Islamophobia,rapism,facts,61.0,male,Bachelor
ENT1ST0019HS0110CN001123P1,"Our government has a liberal approach that pretends not to see violence against minors, Islamic radicalisation and so on. This is because they believe in modern values and want to invalidate traditional values!","I agree that the sexualisation of childhood is a serious issue, but this isn't something exclusive to 'liberal' societies or Governments.",Islamophobia,rapism,facts,61.0,male,Bachelor
ENT1ST0019HS0110CN001123P2,"The liberal government that rules our country persists in defending child rapes made by Muslims and islamic radicalisations, because they want to spread modern values. They weaken traditional values and put in danger the freedom of speech!","I agree that the sexualisation of childhood is a serious issue, but this isn't something exclusive to 'liberal' societies or Governments.",Islamophobia,rapism,facts,61.0,male,Bachelor
ENT1ST0019HS0110CN001124,"Our liberal government continues to ignore child rapes and Islamic radicalisation, because they promote modern values, e.g. Increasing the sexualization of children. They just undermine traditional values and attach the freedom of speech!",These matters are not being ignored. Have you heard that crimes concerning child rapes and radicalisation are prosecuted?,Islamophobia,rapism,question,26.0,female,Bachelor
ENT1ST0019HS0110CN001124P1,"Our government has a liberal approach that pretends not to see violence against minors, Islamic radicalisation and so on. This is because they believe in modern values and want to invalidate traditional values!",These matters are not being ignored. Have you heard that crimes concerning child rapes and radicalisation are prosecuted?,Islamophobia,rapism,question,26.0,female,Bachelor
ENT1ST0019HS0110CN001124P2,"The liberal government that rules our country persists in defending child rapes made by Muslims and islamic radicalisations, because they want to spread modern values. They weaken traditional values and put in danger the freedom of speech!",These matters are not being ignored. Have you heard that crimes concerning child rapes and radicalisation are prosecuted?,Islamophobia,rapism,question,26.0,female,Bachelor
ENT1ST0019HS0110CN001125,"Our liberal government continues to ignore child rapes and Islamic radicalisation, because they promote modern values, e.g. Increasing the sexualization of children. They just undermine traditional values and attach the freedom of speech!","I do not think the government is ignoring such problems as child rapes. They are dealing with it, and such crimes are not often connected to Muslim people.",Islamophobia,rapism,facts,24.0,female,Bachelor
ENT1ST0019HS0110CN001125P1,"Our government has a liberal approach that pretends not to see violence against minors, Islamic radicalisation and so on. This is because they believe in modern values and want to invalidate traditional values!","I do not think the government is ignoring such problems as child rapes. They are dealing with it, and such crimes are not often connected to Muslim people.",Islamophobia,rapism,facts,24.0,female,Bachelor
ENT1ST0019HS0110CN001125P2,"The liberal government that rules our country persists in defending child rapes made by Muslims and islamic radicalisations, because they want to spread modern values. They weaken traditional values and put in danger the freedom of speech!","I do not think the government is ignoring such problems as child rapes. They are dealing with it, and such crimes are not often connected to Muslim people.",Islamophobia,rapism,facts,24.0,female,Bachelor
ENT1ST0019HS0110CN001126,"Our liberal government continues to ignore child rapes and Islamic radicalisation, because they promote modern values, e.g. Increasing the sexualization of children. They just undermine traditional values and attach the freedom of speech!",Why would you say that? Actually there are many government organisations and NGOs that help and control the rape crimes.,Islamophobia,rapism,"facts , question",29.0,female,Master
ENT1ST0019HS0110CN001126P1,"Our government has a liberal approach that pretends not to see violence against minors, Islamic radicalisation and so on. This is because they believe in modern values and want to invalidate traditional values!",Why would you say that? Actually there are many government organisations and NGOs that help and control the rape crimes.,Islamophobia,rapism,"facts , question",29.0,female,Master
ENT1ST0019HS0110CN001126P2,"The liberal government that rules our country persists in defending child rapes made by Muslims and islamic radicalisations, because they want to spread modern values. They weaken traditional values and put in danger the freedom of speech!",Why would you say that? Actually there are many government organisations and NGOs that help and control the rape crimes.,Islamophobia,rapism,"facts , question",29.0,female,Master
ENT1ST0019HS0112CN001071,British laws betray every victim of Muslim rapists! There is one rule for muslim paedos and one for everyone else! How can we change the situation when the government is submitting to Islam so much?,Our society indeed has special funding and treatments for immigrants as they are in a vulnerable position. Does it mean that the government is submitting to them? To me it means being humane! You should try to immigrate to another country and then decide whether you feel good as an immigrant or not.,Islamophobia,rapism,"facts , humor",24.0,female,Bachelor
ENT1ST0019HS0112CN001071P1,Britan is not on our side. It deos not protect our citizens. It cannot protect our people from Muslim rapists. Do we still continue supporting this government and the law?,Our society indeed has special funding and treatments for immigrants as they are in a vulnerable position. Does it mean that the government is submitting to them? To me it means being humane! You should try to immigrate to another country and then decide whether you feel good as an immigrant or not.,Islamophobia,rapism,"facts , humor",24.0,female,Bachelor
ENT1ST0019HS0112CN001071P2,The situation is dramatic: British laws do not protect the victims of Muslim rapists! We need to make laws only for Muslims. We cannot do much because the politicians are totally surrendered to Islam.,Our society indeed has special funding and treatments for immigrants as they are in a vulnerable position. Does it mean that the government is submitting to them? To me it means being humane! You should try to immigrate to another country and then decide whether you feel good as an immigrant or not.,Islamophobia,rapism,"facts , humor",24.0,female,Bachelor
